id_siniestro;numero_total_de_victimas;numero_victimas_leve_siniestro;numero_victimas_grave_siniestro;numero_victimas_mortal_siniestro;fecha_siniestro;anio_siniestro;mes_siniestro;dia_siniestro;hora_siniestro;rango_horario;direccion_normalizada_siniestro;comuna_siniestro;tipo_de_via_siniestro;geocodificacion_plana;longitud_siniestro;latitud_siniestro;participantes_siniestro;modo_desplazamiento_victima;contraparte_siniestro;gravedad_siniestro
LC-2023-0669579;1;1;0;0;2023-11-21;2023;11;21;17:00:00;17;AUTOPISTA 25 DE MAYO y 9 DE JULIO AV.;Comuna 1;AUTOPISTA;POINT(107580.23 101189.7019);-58.38064;-34.61851;SD-SD;SD;SD;LEVE
LC-2023-0669649;1;1;0;0;2023-11-21;2023;11;21;18:17:00;18;RIVADAVIA AV. y AGUERO;Comuna 3;AVENIDA;POINT(104603.975261884 102065.882933459);-58.413103;-34.610637;SD-SD;SD;SD;LEVE
LC-2023-0669569;1;1;0;0;2023-11-21;2023;11;21;15:35:00;15;PERON, EVA AV. 6384;Comuna 8;AVENIDA;POINT(97303.44632 95805.45984);-58.49271;-34.66707;TRANSPORTE PUBLICO-CAMION;TRANSPORTE PUBLICO;CAMION;LEVE
LC-2023-0668918;1;1;0;0;2023-11-21;2023;11;21;09:30:00;9;ACOYTE AV. y YERBAL;Comuna 6;AVENIDA;POINT(102403.7676 101352.1439);-58.43709;-34.61707;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0669727;5;5;0;0;2023-11-21;2023;11;21;18:10:00;18;RIVADAVIA AV. 8253;Comuna 10;AVENIDA;POINT(98479.50459 99561.24508);-58.47988;-34.63322;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0670077;1;1;0;0;2023-11-21;2023;11;21;19:50:00;19;PARAGUAY 2200;Comuna 2;CALLE;POINT(105897.0587 103434.9073);-58.40069;-34.59806;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0670612;1;1;0;0;2023-11-22;2023;11;22;08:30:00;8;CHILE y 9 DE JULIO AV.;Comuna 1;AVENIDA;POINT(107531.035399031 101417.11047562);-58.381184;-34.616468;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2023-0670672;1;1;0;0;2023-11-22;2023;11;22;08:50:00;8;MORENO, JOSE MARIA AV. y SARAZA;Comuna 7;AVENIDA;POINT(102880.3395 99017.71567);-58.43188;-34.63811;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2023-0670740;1;1;0;0;2023-11-22;2023;11;22;09:25:00;9;INDEPENDENCIA AV. 1952;Comuna 3;AVENIDA;POINT(106368.8001 101208.8896);-58.39385;-34.61835;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2023-0672544;1;1;0;0;2023-11-22;2023;11;22;15:40:00;15;CRESPO (NO OFICIAL) Y GIACCHINO, PEDRO E., CAPITÁN DE FRAGATA;Comuna 7;CALLE;POINT(102588.5151 97944.82596);-58.43506;-34.64779;BICICLETA-MOTO;BICICLETA;MOTO;LEVE
LC-2023-0672049;1;1;0;0;2023-11-22;2023;11;22;17:35:00;17;OLIVERA AV. y MEDINA;Comuna 9;AVENIDA;POINT(97993.13491 98435.60612);-58.48518;-34.64336;BICICLETA-TAXI;BICICLETA;TAXI;LEVE
LC-2023-0672335;1;0;1;0;2023-11-22;2023;11;22;;;;;;POINT(104853.174721094 102229.982236055);-58.410387;-34.609157;CAMION-OBJETO FIJO;CAMION;OBJETO FIJO;GRAVE
LC-2023-0672359;2;1;1;0;2023-11-22;2023;11;22;16:50:00;16;MORENO, PERITO AV. y RIESTRA AV.;Comuna 7;AVENIDA;POINT(101731.998 97582.14787);-58.4444;-34.65106;MOTO-AUTO;MOTO;AUTO;GRAVE
LC-2023-0675867;1;1;0;0;2023-11-22;2023;11;22;08:30:00;8;TINOGASTA y PAZ, GRAL. AV.;Comuna 10;AV. GRAL. PAZ;POINT(93888.48333 100463.762);-58.52994;-34.62507;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0670861;1;1;0;0;2023-11-22;2023;11;22;09:05:00;9;DORREGO AV. y FIGUEROA ALCORTA, PRES. AV.;Comuna 14;AVENIDA;POINT(103998.5089 107103.678);-58.41973;-34.56522;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0671254;2;2;0;0;2023-11-22;2023;11;22;12:07:00;12;VIEL 1045;Comuna 7;CALLE;POINT(103001.0886 99973.90789);-58.43066;-34.62929;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0671436;1;1;0;0;2023-11-22;2023;11;22;13:35:00;13;CANTILO, INT. y UDAONDO, GUILLERMO AV.;Comuna 13;AVENIDA;POINT(101287.5862 109848.9653);-58.44927;-34.54048;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0671283;1;1;0;0;2023-11-22;2023;11;22;13:50:00;13;JUSTO, JUAN B. AV. y CABRERA, JOSE A.;Comuna 14;AVENIDA;POINT(102442.6053 104712.4153);-58.43667;-34.58678;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0671918;1;1;0;0;2023-11-22;2023;11;22;16:00:00;16;BARCO CENTENERA DEL y CORRALES;Comuna 4;CALLE;POINT(103512.4615 97662.23477);-58.42498;-34.65033;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0671838;1;1;0;0;2023-11-22;2023;11;22;16:50:00;16;CABILDO AV. 564;Comuna 13;AVENIDA;POINT(101884.4015 106447.4863);-58.44276;-34.57114;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0680862;1;1;0;0;2023-11-22;2023;11;22;17:30:00;17;VILLAFLOR, AZUCENA y MOREAU DE JUSTO, ALICIA AV.;Comuna 1;AVENIDA;POINT(108896.9834 101899.1855);-58.36629;-34.61211;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0672172;1;1;0;0;2023-11-22;2023;11;22;17:50:00;17;PERON, EVA AV. y ALBARIÑO;Comuna 9;AVENIDA;POINT(98173.02161 96511.38551);-58.48323;-34.66071;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0672089;1;1;0;0;2023-11-22;2023;11;22;18:00:00;18;SAN MARTIN AV. y EMPEDRADO;Comuna 15;AVENIDA;POINT(98396.51035 103376.5661);-58.48078;-34.59883;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0672155;1;1;0;0;2023-11-22;2023;11;22;18:15:00;18;MATHEU y HUMBERTO 1°;Comuna 3;CALLE;POINT(105843.8993 100795.6927);-58.399575;-34.622081;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0672590;1;1;0;0;2023-11-22;2023;11;22;21:30:00;21;BARCO CENTENERA DEL y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;Comuna 4;AVENIDA;POINT(103213.0194 97926.74257);-58.428253;-34.647954;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0672413;1;1;0;0;2023-11-22;2023;11;22;22:48:00;22;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y BARCO CENTENERA DEL;Comuna 4;AVENIDA;POINT(103213.0194 97926.74257);-58.428253;-34.647954;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0670277;1;1;0;0;2023-11-22;2023;11;22;01:35:00;1;CORDOBA AV. y GASCON;Comuna 14;AVENIDA;POINT(103662.9135 103496.4921);-58.42337;-34.59774;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2023-0700778;1;1;0;0;2023-11-22;2023;11;22;17:20:00;17;NOGOYA y GONZALEZ, JOAQUIN V.;Comuna 11;CALLE;POINT(96545.87582 102330.6727);-58.50095;-34.60825;SD-AUTO;SD;AUTO;LEVE
LC-2023-0671753;1;1;0;0;2023-11-22;2023;11;22;15:20:00;15;BRASIL y SOLIS;Comuna 1;CALLE;POINT(106785.981326604 100022.583179886);-58.389296;-34.629044;SD-SD;SD;SD;LEVE
LC-2023-0672289;1;1;0;0;2023-11-22;2023;11;22;15:30:00;15;JUSTO, JUAN B. AV. y CORRIENTES AV.;Comuna 15;AVENIDA;POINT(101742.81977309 103827.755422548);-58.444301;-34.594764;SD-SD;SD;SD;LEVE
LC-2023-0671863;1;1;0;0;2023-11-22;2023;11;22;17:42:00;17;PERON, EVA AV. 4750;Comuna 9;AVENIDA;POINT(98749.87965 97001.86441);-58.476937;-34.656295;TRANSPORTE PUBLICO-AUTO;TRANSPORTE PUBLICO;AUTO;LEVE
LC-2023-0670702;1;1;0;0;2023-11-22;2023;11;22;08:40:00;8;VERTIZ VIRREY AV. y HERNANDEZ, JOSE;Comuna 13;AVENIDA;POINT(101703.7918 107543.5354);-58.44473;-34.56126;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0671470;1;1;0;0;2023-11-22;2023;11;22;11:00:00;11;HABANA y GUALEGUAYCHU;Comuna 11;CALLE;POINT(95194.87993 103327.806);-58.51568;-34.59926;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0671655;1;1;0;0;2023-11-22;2023;11;22;14:10:00;14;9 DE JULIO AV. y VIAMONTE;Comuna 1;AVENIDA;POINT(107457.873 103212.2853);-58.382;-34.60028;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0673785;2;2;0;0;2023-11-23;2023;11;23;12:37:00;12;PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA;Comuna 12;AV. GRAL. PAZ;POINT(97243.93989 108974.0599);-58.49332;-34.54837;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2023-0674858;1;1;0;0;2023-11-23;2023;11;23;22:20:00;22;CUZCO y JUSTO, JUAN B. AV.;Comuna 10;AVENIDA;POINT(94047.1202355017 99397.2663900529);-58.528222;-34.634686;AUTO-SD;AUTO;SD;LEVE
HC-2023-0673983;1;0;0;1;2023-11-23;2023;11;23;15:54:00;15;TRIUNVIRATO AV. 5668;Comuna 12;AVENIDA;POINT(97144.3988446 106949.83575);-58.494417;-34.566617;BICICLETA-CAMION;BICICLETA;CAMION;MORTAL
LC-2023-0673351;1;1;0;0;2023-11-23;2023;11;23;10:20:00;10;BELGRANO AV. y ALBERTI;Comuna 3;AVENIDA;POINT(105681.119853814 101644.477084389);-58.401356;-34.614431;CAMION-SD;CAMION;SD;LEVE
LC-2023-0674764;1;0;1;0;2023-11-23;2023;11;23;23:01:00;23;DONADO y NUÑEZ;Comuna 12;CALLE;POINT(97980.83814 107690.7779);-58.485301;-34.55994;MOTO-AUTO;MOTO;AUTO;GRAVE
LC-2023-0672644;1;1;0;0;2023-11-23;2023;11;23;02:21:00;2;EINSTEIN, ALBERTO y FAMATINA;Comuna 4;CALLE;POINT(104526.3384 98040.42748);-58.413928;-34.646925;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0673721;1;1;0;0;2023-11-23;2023;11;23;09:00:00;9;PUEYRREDON AV. 653;Comuna 3;AVENIDA;POINT(105359.956568 102966.275705);-58.404866;-34.602517;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0673659;2;2;0;0;2023-11-23;2023;11;23;09:10:00;9;ENTRE RIOS AV. 827;Comuna 3;AVENIDA;POINT(106558.4441 101187.4228);-58.39179;-34.61854;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0673218;1;1;0;0;2023-11-23;2023;11;23;09:45:00;9;;;;;;;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0673420;1;1;0;0;2023-11-23;2023;11;23;09:50:00;9;MONASTERIO y USPALLATA;Comuna 4;CALLE;POINT(106250.9002 99067.21899);-58.39512;-34.63765;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0673467;1;1;0;0;2023-11-23;2023;11;23;10:42:00;10;PELLEGRINI, CARLOS 503;Comuna 1;CALLE;POINT(107540.3138 102975.3963);-58.38159;-34.60219;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0674211;1;1;0;0;2023-11-23;2023;11;23;14:40:00;14;DIRECTORIO AV. y RIGLOS;Comuna 6;AVENIDA;POINT(102535.5741 100108.7668);-58.43565;-34.62828;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0674083;1;1;0;0;2023-11-23;2023;11;23;15:40:00;15;PAZ, GRAL. AV. y MADRID;Comuna 10;AV. GRAL. PAZ;POINT(93940.83868 99459.92582);-58.52937;-34.63411;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0676920;1;1;0;0;2023-11-23;2023;11;23;16:30:00;16;FREIRE, RAMON, CAP. GRAL. 730;Comuna 13;CALLE;POINT(101293.7624 105806.743);-58.44925;-34.57681;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0674365;1;1;0;0;2023-11-23;2023;11;23;17:00:00;17;SARMIENTO AV. y CASARES AV.;Comuna 14;AVENIDA;POINT(105087.2076 106876.698);-58.40786;-34.56726;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0674780;1;1;0;0;2023-11-23;2023;11;23;18:50:00;18;JUNCAL y CERRITO;Comuna 1;CALLE;POINT(107381.18243668 104039.143524969);-58.38284;-34.592833;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0674804;1;1;0;0;2023-11-23;2023;11;23;22:10:00;22;MADERO 820;Comuna 10;CALLE;POINT(94151.874817 100051.99368);-58.527075;-34.628784;MOTO-CAMION;MOTO;CAMION;LEVE
LC-2023-0674290;1;0;1;0;2023-11-23;2023;11;23;14:50:00;14;;;;;;;MOTO-MOTO;MOTO;MOTO;GRAVE
LC-2023-0673985;1;1;0;0;2023-11-23;2023;11;23;15:55:00;15;GARAY, JUAN DE AV. y LUCA, ESTEBAN DE;Comuna 3;AVENIDA;POINT(105479.364486857 100031.9579957);-58.403546;-34.628968;MOTO-SD;MOTO;SD;LEVE
LC-2023-0672931;1;1;0;0;2023-11-23;2023;11;23;07:10:00;7;THORNE 1106;Comuna 7;CALLE;POINT(101413.5889 99201.33663);-58.44752;-34.63618;MOTO-UTILITARIO;MOTO;UTILITARIO;LEVE
LC-2023-0674324;1;1;0;0;2023-11-23;2023;11;23;16:50:00;16;SAN JUAN AV. 3159;Comuna 3;AVENIDA;POINT(104904.5886 100514.3254);-58.40981;-34.62462;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2023-0672871;1;1;0;0;2023-11-23;2023;11;23;10:30:00;10;ALBERDI, JUAN BAUTISTA AV. 939;Comuna 6;AVENIDA;POINT(102000.464 100721.6067);-58.44148;-34.62276;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2023-0674689;1;0;1;0;2023-11-23;2023;11;23;19:15:00;19;ALBERDI, JUAN BAUTISTA AV. y LAGUNA;Comuna 10;AVENIDA;POINT(98308.8371 98980.54868);-58.48174;-34.63845;PEATON-SD;PEATON;SD;GRAVE
LC-2023-0673571;1;1;0;0;2023-11-23;2023;11;23;13:05:00;13;CORRIENTES AV. 3940;Comuna 5;AVENIDA;POINT(103962.9363 102875.1777);-58.420096;-34.603345;SD-SD;SD;SD;LEVE
LC-2023-0674313;1;1;0;0;2023-11-23;2023;11;23;14:00:00;14;JUNCAL 2469;Comuna 2;CALLE;POINT(105638.164385 104223.7794);-58.401841;-34.59118;SD-SD;SD;SD;LEVE
LC-2023-0674310;1;1;0;0;2023-11-23;2023;11;23;18:21:00;18;INDEPENDENCIA AV. y SARANDI;Comuna 3;AVENIDA;POINT(106309.713089584 101214.646884974);-58.394499;-34.618302;SD-SD;SD;SD;LEVE
LC-2023-0673193;1;1;0;0;2023-11-23;2023;11;23;09:40:00;9;9 DE JULIO AV. y CHILE;Comuna 1;AVENIDA;POINT(107531.0354 101417.1105);-58.38118;-34.61646;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0673701;1;1;0;0;2023-11-23;2023;11;23;13:20:00;13;ELCANO AV. 3556;Comuna 13;AVENIDA;POINT(100308.5504 105717.6493);-58.45993;-34.57772;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0674258;1;1;0;0;2023-11-23;2023;11;23;15:59:00;15;CONSTITUCION y SAENZ PEÑA, LUIS, PRES.;Comuna 1;CALLE;POINT(106979.447 100487.73);-58.38719;-34.62484;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0676072;1;1;0;0;2023-11-24;2023;11;24;11:30:00;11;VUELTA DE OBLIGADO 2357;Comuna 13;CALLE;POINT(100514.5066 107789.0308);-58.45769;-34.55905;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2023-0676013;1;1;0;0;2023-11-24;2023;11;24;12:10:00;12;ALCORTA, AMANCIO AV. 1931;Comuna 4;AVENIDA;POINT(106837.936542 98862.5862732);-58.388721;-34.639501;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2023-0676658;1;1;0;0;2023-11-24;2023;11;24;16:50:00;16;FIGUEROA ALCORTA, PRES. AV. y NOBLE, JULIO ARGENTINO;Comuna 14;AVENIDA;POINT(103615.328686078 107459.871310575);-58.423905;-34.562017;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2023-0677046;1;1;0;0;2023-11-24;2023;11;24;20:00:00;20;OLIDEN y ALBERDI, JUAN BAUTISTA AV.;Comuna 9;AVENIDA;POINT(96272.32567 97352.00558);-58.50396;-34.65313;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2023-0676520;3;3;0;0;2023-11-24;2023;11;24;16:15:00;16;ALBERDI, JUAN BAUTISTA AV. y WHITE;Comuna 10;AVENIDA;POINT(97338.40476 98426.03213);-58.49232;-34.64345;AUTO-TRANSPORTE PUBLICO;AUTO;TRANSPORTE PUBLICO;LEVE
LC-2023-0675228;1;1;0;0;2023-11-24;2023;11;24;06:55:00;6;GALLARDO y FADER, FERNANDO;Comuna 10;CALLE;POINT(94128.29352 100465.0446);-58.52732;-34.62506;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2023-0676947;1;1;0;0;2023-11-24;2023;11;24;17:25:00;17;;;;;;;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2023-0681408;1;1;0;0;2023-11-24;2023;11;24;18:11:00;18;ARTIGAS, JOSE GERVASIO, GRAL. 1097;Comuna 7;CALLE;POINT(99480.96981 101249.6502);-58.46902;-34.618;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2023-0676971;1;1;0;0;2023-11-24;2023;11;24;19:15:00;19;NEWBERY, JORGE y MARTINEZ, ENRIQUE, GRAL.;Comuna 13;CALLE;POINT(101451.0646 105449.5527);-58.44748;-34.58014;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2023-0675901;1;1;0;0;2023-11-24;2023;11;24;11:30:00;11;VALLE, ARISTOBULO DEL y ZOLEZZI, ANTONIO L.;Comuna 4;CALLE;POINT(109106.9026 99434.30575);-58.36398;-34.63432;BICICLETA-UTILITARIO;BICICLETA;UTILITARIO;LEVE
LC-2023-0676887;1;1;0;0;2023-11-24;2023;11;24;18:15:00;18;ROCA, CNEL. AV. y ESCALADA AV.;Comuna 8;AVENIDA;POINT(101191.0697 94417.79935);-58.4503;-34.67958;BICICLETA-UTILITARIO;BICICLETA;UTILITARIO;LEVE
LC-2023-0677107;1;1;0;0;2023-11-24;2023;11;24;21:27:00;21;EPECUEN y GRIVEO;Comuna 11;CALLE;POINT(95611.26975 104451.9548);-58.51113;-34.58912;BICICLETA-UTILITARIO;BICICLETA;UTILITARIO;LEVE
LC-2023-0675248;1;1;0;0;2023-11-24;2023;11;24;05:55:00;5;VELEZ SARSFIELD AV. y ZEPITA;Comuna 4;AVENIDA;POINT(106861.013 96789.34498);-58.38845;-34.65818;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0676107;1;1;0;0;2023-11-24;2023;11;24;09:50:00;9;VEDIA 3600;Comuna 12;CALLE;POINT(97788.5354 109351.5644);-58.48739;-34.54496;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0675698;1;1;0;0;2023-11-24;2023;11;24;10:00:00;10;PERON, EVA AV. 5300;Comuna 8;AVENIDA;POINT(98273.84183 96581.10349);-58.48213;-34.66008;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0676331;1;1;0;0;2023-11-24;2023;11;24;12:40:00;12;MELINCUE y NAZARRE;Comuna 10;CALLE;POINT(94646.62869 100860.7496);-58.52167;-34.62149;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0677170;1;1;0;0;2023-11-24;2023;11;24;22:05:00;22;CANTILO, INT. y UDAONDO, GUILLERMO AV.;Comuna 13;AVENIDA;POINT(101287.5862 109848.9653);-58.44927;-34.54048;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0677258;1;1;0;0;2023-11-24;2023;11;24;22:50:00;22;DE LOS CONSTITUYENTES AV. y HABANA;Comuna 12;AVENIDA;POINT(97526.08382 105071.3114);-58.49026;-34.58355;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0677205;1;1;0;0;2023-11-24;2023;11;24;23:40:00;23;ESCALADA AV. 1305;Comuna 9;AVENIDA;POINT(97621.96931 97738.17731);-58.48923;-34.64965;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0677159;1;1;0;0;2023-11-24;2023;11;24;23:47:00;23;MANSO JUANA y SALOTTI MARTHA;Comuna 1;CALLE;POINT(109272.2569 101747.0508);-58.362202;-34.61348;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2023-0677116;1;1;0;0;2023-11-24;2023;11;24;17:30:00;17;FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.;Comuna 2;AVENIDA;POINT(106673.128471739 104998.992430667);-58.390566;-34.584186;MOTO-MOTO;MOTO;MOTO;LEVE
LC-2023-0677061;1;1;0;0;2023-11-24;2023;11;24;19:30:00;19;SAN JUAN AV. 957;Comuna 1;AVENIDA;POINT(107697.581305 100799.41192);-58.379362;-34.622035;MOTO-MOTO;MOTO;MOTO;LEVE
LC-2023-0676020;1;1;0;0;2023-11-24;2023;11;24;12:30:00;12;RAMIREZ DE VELASCO, JUAN y ACEVEDO;Comuna 15;CALLE;POINT(102288.4699 103622.3337);-58.43835;-34.59661;MOTO-SD;MOTO;SD;LEVE
LC-2023-0676859;1;1;0;0;2023-11-24;2023;11;24;16:30:00;16;MORENO, JOSE MARIA AV. 759;Comuna 6;AVENIDA;POINT(102681.9934 100210.9311);-58.43405;-34.62736;MOTO-SD;MOTO;SD;LEVE
LC-2023-0676843;1;1;0;0;2023-11-24;2023;11;24;17:00:00;17;BRASIL 1001;Comuna 1;AUTOPISTA;POINT(107732.4713 100185.6504);-58.37917;-34.62764;MOTO-SD;MOTO;SD;LEVE
LC-2023-0675877;1;1;0;0;2023-11-24;2023;11;24;10:30:00;10;ALVAREZ, CRISOSTOMO y LARRAYA;Comuna 8;CALLE;POINT(98352.20595 95774.22373);-58.48127;-34.66735;MOTO-TRANSPORTE PUBLICO;MOTO;TRANSPORTE PUBLICO;LEVE
LC-2023-0677166;1;1;0;0;2023-11-24;2023;11;24;22:30:00;22;HUMBOLDT y RAMIREZ DE VELASCO, JUAN;Comuna 15;CALLE;POINT(101832.2356 104210.38);-58.44332;-34.59131;MOTO-TRANSPORTE PUBLICO;MOTO;TRANSPORTE PUBLICO;LEVE
LC-2023-0675921;1;1;0;0;2023-11-24;2023;11;24;11:30:00;11;COSTA RICA 4588;Comuna 14;CALLE;POINT(103419.4138 104478.1934);-58.42603;-34.58889;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2023-0676503;1;1;0;0;2023-11-24;2023;11;24;15:05:00;15;LA PAMPA y DEL LIBERTADOR AV.;Comuna 13;AVENIDA;POINT(101657.7611 107735.3925);-58.44523;-34.55953;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2023-0676958;1;1;0;0;2023-11-24;2023;11;24;15:15:00;15;PERON, EVA AV. 3854;Comuna 9;AVENIDA;POINT(99527.82494 97913.43298);-58.46845;-34.64807;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2023-0676472;1;1;0;0;2023-11-24;2023;11;24;16:48:00;16;LIMA y CIUDADELA;Comuna 1;CALLE;POINT(107434.8328 100217.7032);-58.38222;-34.62728;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2023-0677095;1;1;0;0;2023-11-24;2023;11;24;18:55:00;18;AZCUENAGA 1562;Comuna 2;CALLE;POINT(106014.088 104252.617);-58.39769;-34.59091;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2023-0676808;1;1;0;0;2023-11-24;2023;11;24;15:30:00;15;PERON, EVA AV. 3799;Comuna 9;AVENIDA;POINT(99577.53987 98027.79523);-58.4679;-34.64704;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2023-0675848;1;1;0;0;2023-11-24;2023;11;24;11:40:00;11;PAZ, GRAL. AV. y DEL LIBERTADOR AV.;Comuna 13;AV. GRAL. PAZ;POINT(99677.92264 110364.1568);-58.4668;-34.53584;PEATON-UTILITARIO;PEATON;UTILITARIO;LEVE
LC-2023-0676942;1;1;0;0;2023-11-24;2023;11;24;18:10:00;18;AVELLANEDA AV. y MORELOS;Comuna 6;AVENIDA;POINT(100759.0659 100936.4093);-58.45502;-34.62082;PEATON-UTILITARIO;PEATON;UTILITARIO;LEVE
LC-2023-0675840;1;1;0;0;2023-11-24;2023;11;24;11:40:00;11;;;;;;;SD-SD;SD;SD;LEVE
LC-2023-0676984;1;1;0;0;2023-11-24;2023;11;24;19:40:00;19;TRELLES, MANUEL R. y AÑASCO;Comuna 15;CALLE;POINT(99757.58512 103492.3997);-58.46594;-34.59778;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2023-0677624;1;1;0;0;2023-11-25;2023;11;25;08:10:00;8;ALSINA, ADOLFO y MATHEU;Comuna 3;CALLE;POINT(105776.325233393 101904.924834154);-58.40032;-34.612082;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2023-0678368;2;2;0;0;2023-11-25;2023;11;25;19:30:00;19;GORDILLO, TIMOTEO y BALBASTRO;Comuna 8;CALLE;POINT(97901.85505 94916.89689);-58.48619;-34.67508;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2023-0677422;1;1;0;0;2023-11-25;2023;11;25;05:20:00;5;SAN JUAN AV. y JUJUY AV.;Comuna 3;AVENIDA;POINT(105605.5589 100607.4456);-58.402173;-34.623779;AUTO-SD;AUTO;SD;LEVE
LC-2023-0678073;1;1;0;0;2023-11-25;2023;11;25;11:00:00;11;LAFUENTE AV. y SAN PEDRITO;Comuna 7;AVENIDA;POINT(100000.8222 98695.01058);-58.46329;-34.64103;AUTO-SD;AUTO;SD;LEVE
LC-2023-0678155;1;1;0;0;2023-11-25;2023;11;25;15:13:00;15;ESCALADA AV. y CASTAÑARES AV.;Comuna 8;AVENIDA;POINT(99441.86156 96037.31796);-58.46938;-34.66498;AUTO-TRANSPORTE PUBLICO;AUTO;TRANSPORTE PUBLICO;LEVE
LC-2023-0680535;1;1;0;0;2023-11-25;2023;11;25;19:00:00;19;JUJUY AV. e INDEPENDENCIA AV.;Comuna 3;AVENIDA;POINT(105482.7717 101155.5417);-58.40351;-34.61883;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
