id_siniestro;fecha_siniestro;anio_siniestro;modo_desplazamiento_victima;sexo_victima;edad_victima;GRAVEdad_victima;rol_victima;fecha_fallecimiento_victima
LC-2023-0405167;2023-07-16;2023;TRANSPORTE PUBLICO;F;37;LEVE;SD;
LC-2023-0405167;2023-07-16;2023;TRANSPORTE PUBLICO;F;42;LEVE;SD;
LC-2023-0405928;2023-07-16;2023;TRANSPORTE PUBLICO;F;SD;LEVE;SD;
LC-2023-0406085;2023-07-16;2023;TRANSPORTE PUBLICO;SD;SD;LEVE;SD;
LC-2023-0405288;2023-07-16;2023;UTILITARIO;M;SD;LEVE;SD;
LC-2023-0409035;2023-07-17;2023;BICICLETA;F;54;LEVE;CICLISTA;
HC-2023-0408300;2023-07-17;2023;AUTO;F;55;MORTAL;PASAJERO;2023-7-17
LC-2023-0409197;2023-07-17;2023;PEATON;F;41;GRAVE;PEATON;
LC-2023-0462980;2023-07-17;2023;PEATON;F;SD;LEVE;PEATON;
LC-2023-0409011;2023-07-17;2023;PEATON;M;22;LEVE;PEATON;
LC-2023-0409418;2023-07-17;2023;PEATON;M;61;LEVE;PEATON;
LC-2023-0408188;2023-07-17;2023;PEATON;M;SD;LEVE;PEATON;
LC-2023-0408870;2023-07-17;2023;PEATON;SD;SD;LEVE;PEATON;
LC-2023-0409418;2023-07-17;2023;PEATON;SD;SD;LEVE;PEATON;
HC-2023-0408300;2023-07-17;2023;AUTO;M;65;GRAVE;SD;
HC-2023-0408300;2023-07-17;2023;AUTO;F;49;LEVE;SD;
LC-2023-0409174;2023-07-17;2023;AUTO;F;SD;LEVE;SD;
HC-2023-0408300;2023-07-17;2023;AUTO;M;51;LEVE;SD;
LC-2023-0416039;2023-07-17;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0471152;2023-07-17;2023;MONOPATIN;F;31;LEVE;SD;
LC-2023-0407400;2023-07-17;2023;MOTO;F;27;GRAVE;SD;
LC-2023-0408060;2023-07-17;2023;MOTO;M;21;LEVE;SD;
LC-2023-0409389;2023-07-17;2023;MOTO;M;27;LEVE;SD;
LC-2023-0408816;2023-07-17;2023;MOTO;M;32;LEVE;SD;
LC-2023-0408853;2023-07-17;2023;MOTO;M;32;LEVE;SD;
LC-2023-0407847;2023-07-17;2023;MOTO;M;39;LEVE;SD;
LC-2023-0408405;2023-07-17;2023;MOTO;M;63;LEVE;SD;
LC-2023-0408644;2023-07-17;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0407610;2023-07-17;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0409251;2023-07-17;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0417461;2023-07-17;2023;SD;SD;SD;LEVE;SD;
LC-2023-0437291;2023-07-17;2023;SD;SD;SD;LEVE;SD;
LC-2023-0409054;2023-07-17;2023;TRANSPORTE PUBLICO;F;78;LEVE;SD;
LC-2023-0408743;2023-07-17;2023;TRANSPORTE PUBLICO;F;SD;LEVE;SD;
LC-2023-0411299;2023-07-18;2023;BICICLETA;SD;SD;LEVE;CICLISTA;
LC-2023-0411365;2023-07-18;2023;BICICLETA;SD;SD;LEVE;CICLISTA;
LC-2023-0409771;2023-07-18;2023;PEATON;M;83;LEVE;PEATON;
LC-2023-0411149;2023-07-18;2023;AUTO;F;0;LEVE;SD;
LC-2023-0410956;2023-07-18;2023;AUTO;F;23;LEVE;SD;
LC-2023-0410429;2023-07-18;2023;AUTO;F;SD;LEVE;SD;
LC-2023-0411149;2023-07-18;2023;AUTO;M;6;LEVE;SD;
LC-2023-0409982;2023-07-18;2023;AUTO;M;27;LEVE;SD;
LC-2023-0409982;2023-07-18;2023;AUTO;M;30;LEVE;SD;
LC-2023-0411006;2023-07-18;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0411149;2023-07-18;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0411203;2023-07-18;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0411203;2023-07-18;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0411644;2023-07-18;2023;MONOPATIN;F;SD;LEVE;SD;
LC-2023-0411174;2023-07-18;2023;MOTO;F;31;LEVE;SD;
LC-2023-0410613;2023-07-18;2023;MOTO;F;41;LEVE;SD;
LC-2023-0411173;2023-07-18;2023;MOTO;F;41;LEVE;SD;
LC-2023-0411295;2023-07-18;2023;MOTO;F;SD;LEVE;SD;
LC-2023-0410844;2023-07-18;2023;MOTO;M;25;LEVE;SD;
LC-2023-0410526;2023-07-18;2023;MOTO;M;29;LEVE;SD;
LC-2023-0411621;2023-07-18;2023;MOTO;M;29;LEVE;SD;
LC-2023-0412685;2023-07-18;2023;MOTO;M;31;LEVE;SD;
LC-2023-0410844;2023-07-18;2023;MOTO;M;32;LEVE;SD;
LC-2023-0411435;2023-07-18;2023;MOTO;M;41;LEVE;SD;
LC-2023-0410515;2023-07-18;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0411395;2023-07-18;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0413411;2023-07-18;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0414464;2023-07-18;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0410704;2023-07-18;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0411173;2023-07-18;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0410779;2023-07-18;2023;SD;SD;SD;LEVE;SD;
LC-2023-0411307;2023-07-18;2023;SD;SD;SD;LEVE;SD;
LC-2023-0411524;2023-07-18;2023;SD;SD;SD;LEVE;SD;
LC-2023-0411356;2023-07-18;2023;TRANSPORTE PUBLICO;M;SD;LEVE;SD;
LC-2023-0414438;2023-07-19;2023;BICICLETA;M;20;LEVE;CICLISTA;
LC-2023-0413544;2023-07-19;2023;PEATON;F;SD;LEVE;PEATON;
LC-2023-0414576;2023-07-19;2023;PEATON;F;SD;LEVE;PEATON;
LC-2023-0413184;2023-07-19;2023;AUTO;M;SD;LEVE;SD;
LC-2023-0414417;2023-07-19;2023;AUTO;M;SD;LEVE;SD;
LC-2023-0414375;2023-07-19;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0414458;2023-07-19;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0414478;2023-07-19;2023;MOTO;M;46;GRAVE;SD;
LC-2023-0416073;2023-07-19;2023;MOTO;F;SD;LEVE;SD;
LC-2023-0412997;2023-07-19;2023;MOTO;M;20;LEVE;SD;
LC-2023-0412831;2023-07-19;2023;MOTO;M;28;LEVE;SD;
LC-2023-0412964;2023-07-19;2023;MOTO;M;28;LEVE;SD;
LC-2023-0414330;2023-07-19;2023;MOTO;M;36;LEVE;SD;
LC-2023-0413816;2023-07-19;2023;MOTO;M;49;LEVE;SD;
LC-2023-0412734;2023-07-19;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0412796;2023-07-19;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0412994;2023-07-19;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0419925;2023-07-19;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0412831;2023-07-19;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0413534;2023-07-19;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0414561;2023-07-19;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0413674;2023-07-19;2023;SD;SD;SD;LEVE;SD;
LC-2023-0413888;2023-07-19;2023;SD;SD;SD;LEVE;SD;
LC-2023-0414060;2023-07-19;2023;SD;SD;SD;LEVE;SD;
LC-2023-0414377;2023-07-19;2023;SD;SD;SD;LEVE;SD;
LC-2023-0414098;2023-07-19;2023;TRANSPORTE PUBLICO;F;47;LEVE;SD;
LC-2023-0414098;2023-07-19;2023;TRANSPORTE PUBLICO;F;SD;LEVE;SD;
LC-2023-0414098;2023-07-19;2023;TRANSPORTE PUBLICO;F;SD;LEVE;SD;
LC-2023-0414098;2023-07-19;2023;TRANSPORTE PUBLICO;SD;SD;LEVE;SD;
LC-2023-0414334;2023-07-19;2023;TRANSPORTE PUBLICO;SD;SD;LEVE;SD;
LC-2023-0414632;2023-07-19;2023;UTILITARIO;F;27;LEVE;SD;
LC-2023-0414632;2023-07-19;2023;UTILITARIO;M;27;LEVE;SD;
LC-2023-0414632;2023-07-19;2023;UTILITARIO;SD;SD;LEVE;SD;
LC-2023-0414632;2023-07-19;2023;UTILITARIO;SD;SD;LEVE;SD;
LC-2023-0415952;2023-07-20;2023;BICICLETA;M;29;LEVE;CICLISTA;
LC-2023-0416626;2023-07-20;2023;BICICLETA;M;30;LEVE;CICLISTA;
LC-2023-0416449;2023-07-20;2023;BICICLETA;M;SD;LEVE;CICLISTA;
LC-2023-0416787;2023-07-20;2023;BICICLETA;M;SD;LEVE;CICLISTA;
LC-2023-0415341;2023-07-20;2023;PEATON;F;50;GRAVE;PEATON;
LC-2023-0415485;2023-07-20;2023;PEATON;F;59;GRAVE;PEATON;
LC-2023-0416267;2023-07-20;2023;PEATON;F;56;LEVE;PEATON;
LC-2023-0416357;2023-07-20;2023;PEATON;M;SD;LEVE;PEATON;
LC-2023-0416421;2023-07-20;2023;PEATON;SD;SD;LEVE;PEATON;
LC-2023-0416569;2023-07-20;2023;PEATON;SD;SD;LEVE;PEATON;
LC-2023-0418143;2023-07-20;2023;AUTO;F;66;LEVE;SD;
LC-2023-0415729;2023-07-20;2023;AUTO;M;SD;LEVE;SD;
LC-2023-0415729;2023-07-20;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0416316;2023-07-20;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0416753;2023-07-20;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0416967;2023-07-20;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0418143;2023-07-20;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0418143;2023-07-20;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0416548;2023-07-20;2023;MOTO;F;SD;LEVE;SD;
LC-2023-0416734;2023-07-20;2023;MOTO;M;23;LEVE;SD;
LC-2023-0415676;2023-07-20;2023;MOTO;M;27;LEVE;SD;
LC-2023-0416310;2023-07-20;2023;MOTO;M;27;LEVE;SD;
LC-2023-0415740;2023-07-20;2023;MOTO;M;30;LEVE;SD;
LC-2023-0414757;2023-07-20;2023;MOTO;M;32;LEVE;SD;
LC-2023-0416548;2023-07-20;2023;MOTO;M;52;LEVE;SD;
LC-2023-0416583;2023-07-20;2023;MOTO;M;56;LEVE;SD;
LC-2023-0416579;2023-07-20;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0416579;2023-07-20;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0432527;2023-07-20;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0433560;2023-07-20;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0415785;2023-07-20;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0416937;2023-07-20;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0425420;2023-07-20;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0414847;2023-07-20;2023;SD;SD;SD;LEVE;SD;
LC-2023-0415483;2023-07-20;2023;SD;SD;SD;LEVE;SD;
LC-2023-0416549;2023-07-20;2023;SD;SD;SD;LEVE;SD;
LC-2023-0416929;2023-07-20;2023;TRANSPORTE PUBLICO;F;31;LEVE;SD;
LC-2023-0422131;2023-07-20;2023;TRANSPORTE PUBLICO;M;SD;LEVE;SD;
LC-2023-0416770;2023-07-20;2023;TRANSPORTE PUBLICO;SD;SD;LEVE;SD;
LC-2023-0416770;2023-07-20;2023;TRANSPORTE PUBLICO;SD;SD;LEVE;SD;
LC-2023-0416770;2023-07-20;2023;TRANSPORTE PUBLICO;SD;SD;LEVE;SD;
LC-2023-0418699;2023-07-21;2023;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2023-0437693;2023-07-21;2023;BICICLETA;M;47;LEVE;CICLISTA;
LC-2023-0417783;2023-07-21;2023;BICICLETA;M;52;LEVE;CICLISTA;
LC-2023-0416908;2023-07-21;2023;BICICLETA;SD;SD;LEVE;CICLISTA;
LC-2023-0418865;2023-07-21;2023;BICICLETA;SD;SD;LEVE;CICLISTA;
LC-2023-0418947;2023-07-21;2023;BICICLETA;SD;SD;LEVE;CICLISTA;
LC-2023-0418096;2023-07-21;2023;PEATON;F;80;GRAVE;PEATON;
LC-2023-0417775;2023-07-21;2023;PEATON;F;57;LEVE;PEATON;
LC-2023-0417866;2023-07-21;2023;PEATON;M;SD;LEVE;PEATON;
LC-2023-0418023;2023-07-21;2023;PEATON;M;SD;LEVE;PEATON;
LC-2023-0418456;2023-07-21;2023;PEATON;M;SD;LEVE;PEATON;
LC-2023-0419167;2023-07-21;2023;PEATON;M;SD;LEVE;PEATON;
HC-2023-0418516;2023-07-21;2023;PEATON;M;70;MORTAL;PEATON;2023-8-7
LC-2023-0418561;2023-07-21;2023;AUTO;F;50;LEVE;SD;
LC-2023-0431014;2023-07-21;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0417142;2023-07-21;2023;MOTO;M;23;GRAVE;SD;
LC-2023-0417202;2023-07-21;2023;MOTO;M;34;GRAVE;SD;
LC-2023-0417084;2023-07-21;2023;MOTO;M;20;LEVE;SD;
LC-2023-0418751;2023-07-21;2023;MOTO;M;32;LEVE;SD;
LC-2023-0419137;2023-07-21;2023;MOTO;M;33;LEVE;SD;
LC-2023-0417509;2023-07-21;2023;MOTO;M;38;LEVE;SD;
LC-2023-0417288;2023-07-21;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0418374;2023-07-21;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0418402;2023-07-21;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0418490;2023-07-21;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0418881;2023-07-21;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0423684;2023-07-21;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0439371;2023-07-21;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0417592;2023-07-21;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0418200;2023-07-21;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0418019;2023-07-21;2023;MOVIL;M;43;LEVE;SD;
LC-2023-0417048;2023-07-21;2023;SD;SD;SD;LEVE;SD;
LC-2023-0417557;2023-07-21;2023;SD;SD;SD;LEVE;SD;
LC-2023-0417742;2023-07-21;2023;SD;SD;SD;LEVE;SD;
LC-2023-0418080;2023-07-21;2023;SD;SD;SD;LEVE;SD;
LC-2023-0418254;2023-07-21;2023;SD;SD;SD;LEVE;SD;
LC-2023-0418501;2023-07-21;2023;SD;SD;SD;LEVE;SD;
LC-2023-0430986;2023-07-21;2023;SD;SD;SD;LEVE;SD;
LC-2023-0454112;2023-07-21;2023;SD;SD;SD;LEVE;SD;
LC-2023-0417415;2023-07-21;2023;TRANSPORTE PUBLICO;F;SD;LEVE;SD;
LC-2023-0420502;2023-07-22;2023;BICICLETA;M;33;LEVE;CICLISTA;
LC-2023-0419959;2023-07-22;2023;AUTO;F;SD;LEVE;SD;
LC-2023-0420430;2023-07-22;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0420003;2023-07-22;2023;MONOPATIN;M;36;LEVE;SD;
LC-2023-0420665;2023-07-22;2023;MOTO;M;37;GRAVE;SD;
LC-2023-0421552;2023-07-22;2023;MOTO;F;24;LEVE;SD;
LC-2023-0420548;2023-07-22;2023;MOTO;F;56;LEVE;SD;
LC-2023-0419656;2023-07-22;2023;MOTO;M;22;LEVE;SD;
LC-2023-0420422;2023-07-22;2023;MOTO;M;29;LEVE;SD;
LC-2023-0419275;2023-07-22;2023;MOTO;M;32;LEVE;SD;
LC-2023-0420219;2023-07-22;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0421552;2023-07-22;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0419866;2023-07-22;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0420019;2023-07-22;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0420279;2023-07-22;2023;SD;SD;SD;LEVE;SD;
LC-2023-0420388;2023-07-22;2023;SD;SD;SD;LEVE;SD;
LC-2023-0421197;2023-07-23;2023;BICICLETA;M;24;LEVE;CICLISTA;
LC-2023-0421500;2023-07-23;2023;BICICLETA;M;SD;LEVE;CICLISTA;
LC-2023-0422958;2023-07-23;2023;AUTO;M;37;LEVE;SD;
LC-2023-0422524;2023-07-23;2023;AUTO;M;47;LEVE;SD;
LC-2023-0421034;2023-07-23;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0421164;2023-07-23;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0421273;2023-07-23;2023;MOTO;F;SD;LEVE;SD;
LC-2023-0421649;2023-07-23;2023;MOTO;F;SD;LEVE;SD;
LC-2023-0421377;2023-07-23;2023;MOTO;M;21;LEVE;SD;
LC-2023-0421555;2023-07-23;2023;MOTO;M;21;LEVE;SD;
LC-2023-0421273;2023-07-23;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0420573;2023-07-23;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0421111;2023-07-23;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0421621;2023-07-23;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0420935;2023-07-23;2023;TRANSPORTE PUBLICO;F;35;LEVE;SD;
LC-2023-0423490;2023-07-24;2023;AUTO;F;40;LEVE;SD;
LC-2023-0423490;2023-07-24;2023;AUTO;M;24;LEVE;SD;
LC-2023-0421929;2023-07-24;2023;AUTO;M;28;LEVE;SD;
LC-2023-0421732;2023-07-24;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0423311;2023-07-24;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0423447;2023-07-24;2023;MOTO;M;25;GRAVE;SD;
LC-2023-0424084;2023-07-24;2023;MOTO;F;20;LEVE;SD;
LC-2023-0421974;2023-07-24;2023;MOTO;F;22;LEVE;SD;
LC-2023-0424084;2023-07-24;2023;MOTO;M;19;LEVE;SD;
LC-2023-0421967;2023-07-24;2023;MOTO;M;28;LEVE;SD;
LC-2023-0423642;2023-07-24;2023;MOTO;M;41;LEVE;SD;
LC-2023-0421726;2023-07-24;2023;MOTO;M;44;LEVE;SD;
LC-2023-0421976;2023-07-24;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0423557;2023-07-24;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0424622;2023-07-24;2023;TRANSPORTE PUBLICO;F;SD;LEVE;SD;
LC-2023-0423763;2023-07-24;2023;TRANSPORTE PUBLICO;SD;SD;LEVE;SD;
LC-2023-0499707;2023-07-25;2023;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2023-0426086;2023-07-25;2023;BICICLETA;M;SD;LEVE;CICLISTA;
LC-2023-0426120;2023-07-25;2023;BICICLETA;SD;SD;LEVE;CICLISTA;
LC-2023-0425841;2023-07-25;2023;PEATON;M;18;GRAVE;PEATON;
LC-2023-0425534;2023-07-25;2023;PEATON;F;68;LEVE;PEATON;
LC-2023-0425534;2023-07-25;2023;PEATON;M;5;LEVE;PEATON;
LC-2023-0426164;2023-07-25;2023;PEATON;M;7;LEVE;PEATON;
LC-2023-0424569;2023-07-25;2023;PEATON;M;SD;LEVE;PEATON;
LC-2023-0431228;2023-07-25;2023;PEATON;M;SD;LEVE;PEATON;
LC-2023-0426076;2023-07-25;2023;AUTO;F;50;LEVE;SD;
LC-2023-0424590;2023-07-25;2023;AUTO;M;35;LEVE;SD;
LC-2023-0426076;2023-07-25;2023;AUTO;M;52;LEVE;SD;
LC-2023-0424590;2023-07-25;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0426278;2023-07-25;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0425909;2023-07-25;2023;MOTO;M;29;GRAVE;SD;
LC-2023-0426111;2023-07-25;2023;MOTO;M;23;LEVE;SD;
LC-2023-0425756;2023-07-25;2023;MOTO;M;30;LEVE;SD;
LC-2023-0424415;2023-07-25;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0424598;2023-07-25;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0425650;2023-07-25;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0425999;2023-07-25;2023;MOVIL;M;SD;LEVE;SD;
LC-2023-0425433;2023-07-25;2023;SD;SD;SD;LEVE;SD;
LC-2023-0425723;2023-07-25;2023;SD;SD;SD;LEVE;SD;
LC-2023-0426748;2023-07-25;2023;SD;SD;SD;LEVE;SD;
LC-2023-0426027;2023-07-25;2023;TRANSPORTE PUBLICO;F;43;LEVE;SD;
LC-2023-0428009;2023-07-26;2023;BICICLETA;M;56;LEVE;CICLISTA;
LC-2023-0427738;2023-07-26;2023;PEATON;M;34;LEVE;PEATON;
LC-2023-0427289;2023-07-26;2023;PEATON;M;70;LEVE;PEATON;
LC-2023-0428400;2023-07-26;2023;AUTO;F;SD;LEVE;SD;
LC-2023-0434055;2023-07-26;2023;AUTO;F;SD;LEVE;SD;
LC-2023-0427652;2023-07-26;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0430870;2023-07-26;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0427087;2023-07-26;2023;MOTO;M;21;LEVE;SD;
LC-2023-0428265;2023-07-26;2023;MOTO;M;27;LEVE;SD;
LC-2023-0428311;2023-07-26;2023;MOTO;M;59;LEVE;SD;
LC-2023-0427171;2023-07-26;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0427961;2023-07-26;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0427653;2023-07-26;2023;SD;M;SD;LEVE;SD;
LC-2023-0427147;2023-07-26;2023;TRANSPORTE PUBLICO;F;SD;LEVE;SD;
LC-2023-0426681;2023-07-26;2023;TRANSPORTE PUBLICO;M;SD;LEVE;SD;
LC-2023-0430613;2023-07-27;2023;BICICLETA;M;21;LEVE;CICLISTA;
LC-2023-0430600;2023-07-27;2023;BICICLETA;M;39;LEVE;CICLISTA;
LC-2023-0429652;2023-07-27;2023;BICICLETA;M;49;LEVE;CICLISTA;
LC-2023-0431148;2023-07-27;2023;BICICLETA;M;SD;LEVE;CICLISTA;
LC-2023-0431336;2023-07-27;2023;BICICLETA;M;SD;LEVE;CICLISTA;
LC-2023-0440745;2023-07-27;2023;BICICLETA;M;SD;LEVE;CICLISTA;
LC-2023-0430891;2023-07-27;2023;PEATON;F;57;GRAVE;PEATON;
LC-2023-0429991;2023-07-27;2023;PEATON;F;41;LEVE;PEATON;
LC-2023-0430383;2023-07-27;2023;PEATON;F;SD;LEVE;PEATON;
LC-2023-0431286;2023-07-27;2023;PEATON;M;13;LEVE;PEATON;
LC-2023-0431580;2023-07-27;2023;PEATON;M;29;LEVE;PEATON;
LC-2023-0431434;2023-07-27;2023;PEATON;M;35;LEVE;PEATON;
LC-2023-0429886;2023-07-27;2023;PEATON;M;45;LEVE;PEATON;
LC-2023-0431455;2023-07-27;2023;PEATON;M;SD;LEVE;PEATON;
LC-2023-0432532;2023-07-27;2023;PEATON;M;SD;LEVE;PEATON;
HC-2023-0430103;2023-07-27;2023;PEATON;M;17;MORTAL;PEATON;2023-7-27
LC-2023-0430867;2023-07-27;2023;AUTO;M;SD;LEVE;SD;
LC-2023-0540704;2023-07-27;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0431478;2023-07-27;2023;MOTO;M;21;LEVE;SD;
LC-2023-0431289;2023-07-27;2023;MOTO;M;22;LEVE;SD;
LC-2023-0430989;2023-07-27;2023;MOTO;M;23;LEVE;SD;
LC-2023-0430783;2023-07-27;2023;MOTO;M;25;LEVE;SD;
LC-2023-0430679;2023-07-27;2023;MOTO;M;37;LEVE;SD;
LC-2023-0431168;2023-07-27;2023;MOTO;M;40;LEVE;SD;
LC-2023-0430981;2023-07-27;2023;MOTO;M;51;LEVE;SD;
LC-2023-0431478;2023-07-27;2023;MOTO;M;56;LEVE;SD;
LC-2023-0429695;2023-07-27;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0430874;2023-07-27;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0431702;2023-07-27;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0430581;2023-07-27;2023;SD;SD;SD;LEVE;SD;
LC-2023-0430593;2023-07-27;2023;SD;SD;SD;LEVE;SD;
LC-2023-0430915;2023-07-27;2023;SD;SD;SD;LEVE;SD;
LC-2023-0431665;2023-07-27;2023;SD;SD;SD;LEVE;SD;
LC-2023-0431668;2023-07-27;2023;TAXI;SD;SD;LEVE;SD;
LC-2023-0434530;2023-07-27;2023;TRANSPORTE PUBLICO;M;SD;LEVE;SD;
LC-2023-0432564;2023-07-28;2023;PEATON;F;76;LEVE;PEATON;
LC-2023-0493536;2023-07-28;2023;PEATON;F;SD;LEVE;PEATON;
LC-2023-0433844;2023-07-28;2023;AUTO;F;41;LEVE;SD;
LC-2023-0432983;2023-07-28;2023;MOTO;M;28;GRAVE;SD;
LC-2023-0431741;2023-07-28;2023;MOTO;F;46;LEVE;SD;
LC-2023-0431700;2023-07-28;2023;MOTO;M;26;LEVE;SD;
LC-2023-0433619;2023-07-28;2023;MOTO;M;28;LEVE;SD;
LC-2023-0433648;2023-07-28;2023;MOTO;M;29;LEVE;SD;
LC-2023-0433279;2023-07-28;2023;MOTO;M;30;LEVE;SD;
LC-2023-0431857;2023-07-28;2023;MOTO;M;31;LEVE;SD;
LC-2023-0432575;2023-07-28;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0433381;2023-07-28;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0443240;2023-07-28;2023;MOTO;M;SD;LEVE;SD;
LC-2023-0431802;2023-07-28;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0433312;2023-07-28;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0433462;2023-07-28;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0433747;2023-07-28;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0433790;2023-07-28;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0433797;2023-07-28;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0433947;2023-07-28;2023;MOTO;SD;SD;LEVE;SD;
LC-2023-0435602;2023-07-28;2023;TRANSPORTE PUBLICO;F;SD;LEVE;SD;
LC-2023-0432953;2023-07-28;2023;TRANSPORTE PUBLICO;M;16;LEVE;SD;
LC-2023-0433342;2023-07-28;2023;TRANSPORTE PUBLICO;M;SD;LEVE;SD;
LC-2023-0432699;2023-07-28;2023;UTILITARIO;M;55;LEVE;SD;
LC-2023-0434967;2023-07-29;2023;BICICLETA;M;28;LEVE;CICLISTA;
LC-2023-0448166;2023-07-29;2023;BICICLETA;M;SD;LEVE;CICLISTA;
LC-2023-0434460;2023-07-29;2023;PEATON;F;SD;LEVE;PEATON;
LC-2023-0435377;2023-07-29;2023;PEATON;M;28;LEVE;PEATON;
LC-2023-0435377;2023-07-29;2023;PEATON;SD;SD;LEVE;PEATON;
LC-2023-0434981;2023-07-29;2023;AUTO;F;SD;LEVE;SD;
LC-2023-0435250;2023-07-29;2023;AUTO;F;SD;LEVE;SD;
LC-2023-0434981;2023-07-29;2023;AUTO;M;6;LEVE;SD;
LC-2023-0434368;2023-07-29;2023;AUTO;M;62;LEVE;SD;
LC-2023-0434357;2023-07-29;2023;AUTO;M;SD;LEVE;SD;
LC-2023-0435265;2023-07-29;2023;AUTO;M;SD;LEVE;SD;
LC-2023-0435349;2023-07-29;2023;AUTO;M;SD;LEVE;SD;
LC-2023-0434189;2023-07-29;2023;AUTO;SD;SD;LEVE;SD;
LC-2023-0435250;2023-07-29;2023;AUTO;SD;SD;LEVE;SD;
